"","X.GSM2184194.","X.GSM2184195.","X.GSM2184196.","X.GSM2184197.","X.GSM2184198.","X.GSM2184199.","X.GSM2184200.","X.GSM2184201.","X.GSM2184202.","X.GSM2184203.","X.GSM2184204.","X.GSM2184205.","X.GSM2184206.","X.GSM2184207."
"NDUFAF2",8.17208052,7.739357079,7.511500777,7.548470825,7.593068072,8.154725464,8.260120831,8.277177574,8.172811729,7.640375578,7.62892467,7.568311474,7.710418765,8.304475897
"ZSWIM6",11.9666688,11.71495912,11.74243084,11.63596924,11.79984793,11.832127,12.06615254,12.12989721,11.91733749,11.6468136,11.56763245,11.79571358,11.79752651,12.08072901
"C5orf64",6.240618056,5.47754062,5.505866153,5.455027587,5.48995407,6.172527378,6.13805769,6.208281981,6.147135345,5.588813898,5.648113041,5.402357285,5.526545053,6.176458255
"KIF2A",11.80791576,11.39180558,11.28464188,11.22436085,11.09186564,11.70863056,11.72029922,11.75404007,11.69731425,11.13249781,11.23501232,11.32829471,11.35679058,11.80390834
"RNF180",5.694391717,5.3954044,5.473617694,4.681893281,4.610520991,4.899031873,4.915447868,5.035042028,5.063678796,4.66967016,4.619612161,5.395199161,5.552190235,5.841673081
"RGS7BP",5.480972384,5.033089231,4.973907803,5.135518176,5.069300733,5.467449269,5.533705724,5.391572612,5.394772961,5.036279235,5.125645126,4.994061826,4.933981429,5.455647042
"SHISAL2B",5.465506579,4.818794429,4.843292924,4.699656357,4.684717195,5.407007992,5.263856353,5.4708931,5.420598925,4.784847203,4.78721182,4.7595625,4.805274679,5.457452022
"CWC27",9.799349846,9.234459193,9.133149969,9.071796046,8.890055,9.582715369,9.688522898,9.547293971,9.765523392,8.965683996,9.085134003,9.198118811,9.289752885,9.813886209
"PPWD1",10.57167855,10.09278502,10.04682123,9.887562714,9.751671787,10.12960675,10.68874528,10.25513085,10.45074629,9.874230003,9.924068442,10.11600267,10.02805213,10.4357141
"TRAPPC13",9.001350196,8.85005593,8.610713902,8.533826751,8.590344661,8.810444761,9.060215201,8.928958201,9.034742185,8.6815882,8.674273906,8.685481041,8.773622386,8.955082497
"NLN",10.37607621,9.847354997,9.80106872,9.940818446,9.881532074,10.40820137,10.35246276,10.36317979,10.57747043,9.796559625,9.95379362,9.744180756,9.872980259,10.36930084
"ERBIN",11.85312921,11.38404418,11.48396171,10.98518997,11.11878414,11.71084756,11.58602228,11.72742103,11.80470006,11.01242259,11.08231358,11.46746084,11.46518767,11.99571035
"SREK1",9.610507055,9.211445978,9.161977756,9.092451146,9.105977529,9.268705993,9.613282344,9.526561968,9.509529449,9.076867823,9.119713479,9.30326117,9.209169629,9.70239654
"LOC401191",5.208598406,4.874430596,4.756027305,5.058614714,5.007547801,5.374953114,5.248043356,5.319613572,5.289387932,4.744132855,5.041697475,4.951823631,4.791772465,5.193372179
"MAST4",7.906041862,7.019935437,7.065826474,7.312182155,7.37472338,8.440646367,8.832876805,8.836604861,8.45865613,7.240749355,7.283335858,6.977468782,6.905117354,7.917876103
"PIK3R1",10.39278877,10.10422655,10.00097655,9.5185945,9.523139276,9.989807142,10.25214343,10.23056402,10.30511682,9.461929417,9.444850009,10.22169688,10.18969895,10.57057412
"SLC30A5",10.5609368,10.28011963,10.17673306,10.09411123,10.04335799,10.24682318,10.35791322,10.36401507,10.34167949,10.03600398,10.11545285,10.32587697,10.26949616,10.64682596
"CCNB1",11.7555301,11.42478416,11.27117844,11.12302008,11.0545801,11.43653375,11.30158221,11.31924618,11.32524722,11.00566285,11.18030185,11.25494921,11.26230542,11.61647131
"CENPH",9.251489298,8.193519252,8.043613616,7.839393987,7.967529209,8.982660951,8.853698994,8.918337077,8.830219392,8.031062538,8.186769672,8.025403953,7.991425156,8.882437314
"MRPS36",7.910989257,6.370634854,6.356253548,6.205729212,6.42915986,8.070677729,7.866738115,7.822467795,8.015382208,6.44396265,6.527220504,6.317973935,6.484853036,7.761675496
"CDK7",10.34590538,9.498710445,9.467185266,9.749796304,9.802619199,10.53381199,10.28352024,10.43020083,10.62321046,9.885409018,9.689256453,9.624073599,9.675974419,10.47545466
"MARVELD2",5.841042827,5.048784073,5.204172849,5.488801317,5.711751304,6.734689164,6.18243394,6.31950289,7.300723851,5.835657434,5.55805791,5.404625574,5.369095055,5.922750801
"MCCC2",10.47306791,9.840087452,9.968587387,9.953766346,10.09132413,10.55172738,10.57233909,10.50903138,10.65006024,10.01786036,10.00529323,9.916899788,9.895463566,10.62825326
"CARTPT",5.339959175,4.790516989,4.951670566,4.85197997,4.942458332,5.327750194,5.251048874,5.392542127,5.190979209,4.890726175,5.008588987,4.790667115,4.810631305,5.3913743
"MAP1B",12.59621711,11.91510101,11.91062607,11.64942918,11.67350513,12.20302862,12.32023436,12.37000363,12.44046627,11.512917,11.50749762,12.05511573,11.93192379,12.67552298
"PTCD2",9.733862392,9.2399549,9.202709609,9.125061811,9.014662784,9.764544116,9.519049409,9.409053559,9.777137534,9.193491654,9.246194061,9.167935007,9.102653828,9.673626738
"TNPO1",12.48682895,12.14547383,12.02352711,11.96350869,12.01665384,12.20611099,12.29147768,12.2461391,12.29438013,11.91584598,11.95686878,12.16502818,12.19109197,12.6372893
"FCHO2",9.972457969,9.722887076,9.641350954,9.456698961,9.615288503,10.1963001,9.83112579,9.979750983,10.30404623,9.631989636,9.475292026,9.872689989,9.752912079,10.02144119
"TMEM171",9.486173404,8.852979898,8.864443931,10.42336508,10.63086789,11.6739072,11.09525657,11.31042873,11.55441883,10.56316574,10.51740663,9.213520671,9.101786416,9.796916448
"TMEM174",5.08659012,4.495815354,4.485253322,4.472161081,4.379584291,5.001142679,4.992272989,5.084920604,5.098961902,4.442349675,4.372984177,4.377249451,4.386895614,5.214510586
"BTF3",11.38616866,11.08241776,11.05081532,11.0858011,11.06976568,11.16281613,11.14911666,11.19315659,11.20768934,11.07094126,11.06725159,11.07569801,11.07380762,11.28768226
"UTP15",10.86315833,10.31852469,10.33115493,10.13687617,10.26329706,10.37936311,10.74315659,10.84304745,10.6023106,10.22984592,10.23105477,10.33586226,10.34390263,10.88623404
"ARHGEF28",8.016856571,7.356363105,7.281775708,9.788534853,9.781448148,10.79260371,9.637720072,9.507629382,10.93285902,9.82054923,9.740206871,7.51361624,7.59240961,8.304562254
"HEXB",12.14643385,11.49682172,11.37180543,11.1083104,11.1650074,11.68330205,12.01096624,12.02459264,11.82220272,11.12172568,11.07906677,11.49477178,11.49264276,12.147032
"NSA2",12.50693506,11.99919673,12.05523445,11.95595427,11.91306279,12.49075039,12.39633515,12.51730912,12.62504315,12.0851622,11.98621568,11.98180139,12.04645249,12.42522477
"HMGCR",11.24570733,11.01828328,10.89605661,11.54805383,11.39045458,11.4224768,11.70314565,11.6320566,11.47914492,11.38404269,11.54405024,11.13429201,11.07997813,11.26911787
"POLK",9.850422586,8.992033375,8.920510099,8.73469389,8.672214355,9.634407637,9.767939451,9.817680451,9.819131154,8.716905942,8.756737388,9.158531465,9.109360107,9.951528165
"ANKDD1B",5.696143178,5.156774273,5.092590678,4.936327146,5.000421373,5.697731032,5.617239549,5.674500663,5.682298307,5.042263554,5.181350785,5.085613577,5.099266067,5.666893186
"SV2C",5.707776959,5.276655875,5.139338221,5.243865827,5.283514304,5.829958874,5.546231885,5.790147134,5.587652721,5.382471421,5.253875597,5.066047772,5.096203852,5.79327281
"IQGAP2",5.57598183,5.046835778,5.012529085,5.014544684,5.047073385,5.525979422,6.516734483,5.431018772,5.486427864,5.050727703,5.046835778,5.094380265,5.061629688,5.507033017
"F2R",12.59385632,12.08851278,12.1417249,10.9539064,10.95239673,11.20924381,11.58080286,11.63254546,11.18100807,10.87049992,11.02322496,11.92178257,11.89565985,12.3567831
"F2RL1",7.398130413,6.618354239,6.714748318,8.296484919,8.235984006,9.487555746,9.115651193,9.052955413,9.278885722,8.179790431,8.486029486,6.757124644,6.530038901,8.014063531
"S100Z",5.806400155,5.025663448,5.08021036,4.831589956,4.937608576,5.793056358,5.636642778,5.781575411,5.729873346,5.007211377,5.026876094,5.054159876,4.829364973,5.783133434
"CRHBP",6.825395022,6.447590728,6.892658766,8.387574359,8.332852543,8.0487257,7.216225002,7.136638652,8.222390779,8.46349907,8.410681616,6.605955885,6.698554092,6.70360589
"AGGF1",10.42445031,9.881013418,9.88846253,9.864003696,9.732226247,10.33284911,10.28591376,10.28102621,10.30175167,9.696348894,9.836567173,9.869802123,9.994495524,10.42780191
"PDE8B",5.792398849,5.2229089,5.482765882,5.117379609,5.173658395,5.83142412,5.647479272,5.748122669,5.723531705,5.140249954,5.239443787,5.259763275,5.261268817,5.801317863
"SCAMP1",11.55094807,11.31082218,11.18693132,10.81693984,10.57426767,11.5151248,11.60066492,11.5779223,11.55722392,10.74554954,10.7152606,11.23404404,11.30496058,11.63840487
"BHMT2",6.440826426,6.204574327,6.262223911,6.027707218,5.994360621,6.371814446,6.310526559,6.362222263,6.20484278,6.045354047,6.08797234,6.150535612,6.056982851,6.524237597
"BHMT",6.196033731,5.860728516,5.828116907,5.743313992,5.698019612,6.248983128,6.158733617,6.075527151,6.203950474,5.750113805,5.605801632,5.727801266,5.743253815,6.214420845
"JMY",9.019673212,8.659770613,8.528609125,8.395523765,8.720631875,9.259088314,8.96547914,9.092609096,9.656499049,8.636957659,8.526230998,8.707439619,8.657485995,9.177508539
"TENT2",11.1578058,10.58749186,10.63148025,10.42057309,10.43751938,11.14210011,10.98890238,11.12178611,11.1668998,10.38878714,10.37716638,10.63633309,10.64916532,11.06935259
"CMYA5",5.81989806,5.289900317,5.3301466,5.242683699,5.375743069,5.969421208,5.955626659,5.890588084,6.109487504,5.280761134,5.251845128,5.473240552,5.44996322,6.032770384
"THBS4",6.280893961,5.635662968,5.845480911,5.804326936,5.940122948,6.233675248,6.309953256,6.185761221,6.227473493,5.750120818,5.868801161,5.688368083,5.75399214,6.299465725
"SPZ1",5.252333822,4.761013965,4.785339122,4.760292532,4.766551351,5.357593861,5.329988907,5.346027085,5.381298008,4.762847487,4.783063531,4.69333441,4.76050082,5.302517872
"ZFYVE16",9.148688996,9.082568282,9.029875208,8.330156197,8.460226947,8.434322093,9.018787952,8.814454405,8.773130227,8.295619067,8.403669481,9.256247225,9.206463356,9.340369312
"FAM151B",7.588381535,6.687402349,6.761324557,6.03477472,6.109287554,6.804495999,7.126679245,7.082188916,6.808834856,6.136669437,6.325942131,6.917562934,6.803873796,7.595476331
"MSH3",10.35876385,9.766348364,9.634702094,9.237070308,9.147303207,10.02985719,9.926934549,9.761599107,9.972715186,9.20240968,9.37762084,9.638724319,9.563478087,10.37948367
"RASGRF2",5.467667589,5.031717398,4.965833136,5.025777156,5.098590439,5.482481079,5.498285257,5.473242214,5.479761068,4.980360838,5.156973947,4.936234652,5.114257126,5.441735276
"CKMT2",5.696500307,5.192787939,5.200979059,5.135390766,5.144825537,5.790047941,5.884739675,5.740816878,5.83099093,5.238052284,5.179811993,5.229866723,5.119289211,5.924555458
"ZCCHC9",10.69613949,9.534911353,9.43030106,9.539206009,9.535530839,10.49983609,10.6798024,10.52404056,10.63638178,9.547028784,9.544619303,9.433463925,9.379484028,10.69267535
"ATG10",9.330874734,8.781348112,8.574755882,7.885833012,7.631653516,9.029342048,8.681346448,8.568933227,8.968762586,7.738752578,8.019207578,8.657900738,8.610386005,9.031145672
"ATP6AP1L",6.927797027,6.435570855,6.336027297,6.277608837,6.159031596,7.029579316,7.014512262,6.880957782,7.01336096,6.142819683,6.203186442,6.237223102,6.328817157,6.989913922
"XRCC4",9.790581881,9.010368493,8.968568925,9.05545886,8.874119785,9.670233081,9.391253554,9.427206522,9.503622608,9.017697202,9.016969745,9.116668728,8.961710246,9.60180382
"VCAN",12.83119957,12.38650047,12.43512571,11.59867987,11.6992564,12.28818852,12.79216617,12.7819713,12.46262593,11.54147836,11.5396553,12.4157404,12.32408183,12.87629694
"NBPF22P",5.972036021,5.646414185,5.775723268,5.669335337,5.552093509,5.863533196,5.783587742,5.971501918,5.867098751,5.531850742,5.420952345,5.5243487,5.487408034,5.938829568
"COX7C",10.42658075,9.852737496,9.839731085,9.752207717,9.735270582,10.44060622,10.35539516,10.50305164,10.60086992,9.903951025,9.789076011,9.926381036,9.9198628,10.4336196
"RASA1",10.75381251,10.20772392,10.15277267,9.312094712,9.199260036,10.18707317,10.29786413,10.32182462,10.14105696,9.160727206,9.290380898,10.22065083,10.1208031,10.91251236
"LOC731157",6.971357749,6.538532746,6.254824425,6.171626488,6.320725264,6.670100109,6.858763423,6.762866876,6.399334109,6.443336015,6.28367955,6.403162144,6.399118666,7.124169494
"POLR3G",10.24263419,9.935643451,9.669769592,10.49005917,10.37104993,10.67154721,11.00190892,10.95878284,10.97829028,10.45996471,10.68540016,9.712728716,9.719208191,10.36978041
"ADGRV1",5.25945795,4.742247894,4.73021554,4.802692223,4.767801299,5.257175969,5.244164054,5.301574968,5.237862756,4.731310596,4.723259274,4.723607184,4.723281499,5.266323659
"NR2F1",10.34419302,9.518121757,9.543309961,10.16588377,10.07639992,11.37430648,11.64508163,11.52244909,11.23978432,10.0444946,9.99907653,9.565007182,9.704054943,10.50399754
"SLF1",7.785182266,7.188914157,7.037655254,6.827583097,6.922260603,7.277447428,7.623687137,7.652970044,7.622191401,7.003183563,7.038459625,7.336297134,7.40813766,7.838384646
"FAM81B",5.502113968,5.028779527,5.02879452,5.017734237,4.963084547,5.602441055,5.627416366,5.435567015,5.512810347,4.989430579,4.983584588,4.924513996,5.060970091,5.569450421
"ARSK",10.10962449,8.979746547,9.068197341,8.42751486,8.36100031,9.468186843,10.01856337,9.971502836,9.668637892,8.396739152,8.405918619,9.053180548,9.1163688,10.09273293
"GPR150",9.234186018,8.477144925,8.545446018,8.565475179,8.411451662,9.116979676,9.046099199,9.139789617,8.905328621,8.448522656,8.387668962,8.197546797,8.427915317,9.337703888
"RFESD",6.635560885,5.82996975,6.056223127,5.285953778,5.168919146,6.159937797,6.585111582,6.281613576,6.265269345,5.489292591,5.394374006,6.107570559,5.874306492,6.47003727
"RHOBTB3",11.90605836,11.29179675,11.35558809,10.66115289,10.63188975,11.27648174,11.16933405,11.21329656,11.39893884,10.75012243,10.70450331,11.35908319,11.29692221,11.85222887
"LINC01554",6.264075875,5.248599513,5.272382778,5.187140044,5.266012109,6.26512201,6.271527661,6.187221739,6.25299561,5.18190899,5.218561721,5.287386259,5.139949988,6.288192892
"CAST",12.19306745,11.49837071,11.53301003,11.63111676,11.54524948,12.26797135,12.17886874,12.19558394,12.30339987,11.59790453,11.56607599,11.4596919,11.4745137,12.15738821
"ERAP2",6.872813343,6.377529328,6.292671415,6.363022896,6.567877361,6.780604383,7.125824703,6.918064877,6.927711929,6.42672316,6.330209387,6.597537485,6.383282428,7.005451923
"LNPEP",10.92034079,10.87883467,10.89807937,10.66575939,10.63680932,10.83095282,10.8766229,11.02431927,11.00324982,10.5315256,10.59565854,10.98567852,10.81624353,10.91470775
"RGMB",10.76507893,10.05097936,10.05857948,10.67202821,10.82651848,11.63673162,10.85267457,10.84238221,11.59016986,10.81038549,10.69711184,10.22479992,10.16233834,10.8541024
"FAM174A",8.615082548,7.849819566,7.591641322,6.664340057,7.13164676,7.73257285,7.958912464,8.054421015,7.86509355,7.183039734,6.99082224,7.838821656,7.681975315,8.461649384
"PAM",11.33683371,10.84699325,10.82874422,10.38351396,10.28801799,11.46641152,11.28729431,11.23503816,11.59631926,10.3709322,10.31251169,10.88599321,10.92076171,11.40411221
"PPIP5K2",11.50258495,11.23757251,11.23264815,10.55464217,10.54151801,11.06791379,11.13994362,11.21917997,11.19199465,10.47302352,10.59962476,11.15874282,11.15966343,11.43997927
"MACIR",10.0672703,9.457756583,9.537434306,8.775121548,8.717130204,9.460025639,10.03304519,9.933356213,9.451139857,8.789661766,8.944191559,9.594304389,9.687914089,10.23180911
"RAB9BP1",5.024447179,4.347089024,4.391103667,4.422182669,4.41768279,5.014151609,4.994248679,5.00077179,5.094936486,4.426742755,4.457853301,4.549250037,4.437156226,4.983294421
"FER",9.032719658,8.330197585,8.468738863,7.848427201,7.54583004,8.711743996,9.004740442,8.91730395,8.827722583,7.565334514,7.916488198,8.361150043,8.278217277,8.992263618
"MAN2A1",10.91344828,10.46624474,10.3518014,9.453558451,9.377888459,10.14111937,10.74389641,10.71779305,10.3378044,9.338624734,9.457173749,10.40652941,10.48973203,11.0374881
"SLC25A46",11.73020104,11.17003389,11.15043187,10.86350657,10.7723679,11.4162197,11.60732671,11.60203081,11.4682464,10.8157384,10.98233826,11.16457161,11.24861052,11.8371221
"TSLP",5.425427034,4.791762574,4.834456986,4.765671434,5.036842612,5.601295765,5.879970808,5.873726905,5.693929544,5.053585574,4.973101136,5.116868189,5.189442628,5.792322265
"WDR36",10.93107067,10.68486702,10.6978723,10.87642015,10.87021903,10.87863535,11.2109543,11.22224992,11.0423151,10.83381111,10.8465543,10.74101384,10.6654297,11.04237651
"CAMK4",9.459754175,8.534295398,8.396339277,6.850397377,6.983297977,9.163130935,9.087803461,8.887924389,9.213292524,7.319259856,7.251685017,8.414434964,8.389389908,9.488329881
"EPB41L4A-AS1",9.08251485,9.115395249,8.821099595,9.004963097,9.157470241,9.208997855,9.342703614,9.262214813,9.308875523,9.235488501,8.96760917,9.06710059,9.157665866,9.263877154
"SNORA13",6.715229948,6.2614408,6.180494714,6.290250071,6.470049187,6.861228851,6.866777054,6.758124842,6.783957195,6.636058887,6.451929607,6.591274925,6.629263949,6.582115894
"EPB41L4A-DT",7.206653848,6.788619576,6.850243164,6.766863716,6.652518684,7.256449342,7.178392537,7.157960617,6.969217381,6.568066345,6.761705597,6.699809037,6.701758191,7.367248271
"APC",8.75609821,8.347531587,8.243239455,8.092342792,8.12220097,8.699406448,8.636183272,8.477974961,8.904147856,8.064082208,8.190067587,8.362715867,8.353293003,8.870687527
"SRP19",10.19879262,9.763788154,9.532433781,9.624327089,9.325551273,9.843094934,10.00921517,9.944485943,9.722444453,9.612593776,9.380844529,9.717087693,9.691112629,10.28951977
"DCP2",9.122224002,8.812177143,8.60088004,8.395762206,8.34599151,8.674599631,9.020708148,9.01036227,8.637469695,8.28243558,8.485782864,8.698799574,8.635389302,9.095627161
"YTHDC2",10.0453335,9.48847077,9.526117158,9.25832404,9.313077542,9.720303091,10.14414289,10.06239359,9.927805802,9.323562626,9.224802208,9.58226562,9.512887239,10.1008716
"KCNN2",6.249347398,5.735213338,5.798033828,5.74294256,5.718824744,6.069105214,6.042539319,6.112454707,6.159814062,5.758196497,5.671931698,5.774349766,5.683178465,6.153308568
"AP3S1",11.39553708,10.87970014,10.91975776,10.42177741,10.53291365,11.29003824,11.23293731,11.36356652,11.35995829,10.63363351,10.54577407,10.900193,10.87273372,11.29783266
"LVRN",5.251398106,4.780573011,4.71975576,4.814182061,4.712063478,5.278578175,5.241810508,5.192706971,5.202517894,4.806320142,4.733923999,4.84739139,4.720548988,5.238100457
"COMMD10",10.20531542,9.311245065,9.38870454,9.008908223,9.052404413,9.816654158,9.894824742,9.903386127,9.787677209,9.138874525,9.093914728,9.387112192,9.410432392,10.28876108
"DMXL1",9.459988934,8.902964176,8.884693344,8.067623744,8.103015082,8.810622948,9.250984524,9.096219941,9.072366845,7.916360201,8.150927634,8.905303086,8.837579081,9.460277035
"TNFAIP8",7.119659741,6.256088984,6.163909122,5.967753714,5.880884973,6.692614338,7.39976384,7.340130254,6.938865117,5.963921913,5.908387775,6.019727198,6.175491556,7.047514319
