gene_symbol,Con1,Con2,Con3,Con4,Con5,Con6,Con7,Con8,Con9,RR1,RR2,RR3,RR4,RR5,RR6,RR7,RR8,RR9
ABCB7,0.0,0.0,0.0,7.87555,7.76756,7.8383,7.93923,7.77563,7.72548,5.1721,4.53504,4.46912,8.49987,8.49987,9.15265,4.9482,5.06658,5.10287
ABCB8,0.0,0.0,0.0,15.5535,15.109,14.6171,13.002,12.0853,13.1752,9.4256,8.94221,9.96795,10.6957,10.6957,10.5767,28.4862,27.5766,27.9684
ABCB9,0.0,0.0,0.0,5.4456,5.95294,6.18795,4.7386,4.78874,4.86349,4.23668,4.0072,3.68376,4.83119,4.83119,4.66326,10.8878,11.2512,11.0721
ABCC1,0.0,0.0,0.0,10.5951,10.2391,10.1063,12.6587,12.9081,13.5032,11.6692,11.1494,11.2083,13.3633,13.3633,12.962,14.3639,13.5059,13.832
ABCC10,0.0,0.214687,0.251863,2.3541,1.71557,2.08285,2.81692,1.98766,2.21528,1.6748,1.8215,2.04406,2.26946,2.26946,2.22275,2.35759,2.58034,2.79476
ABCC11,0.0,0.0,0.0,0.0198252,0.0,0.0554153,0.0402216,0.0120349,0.0284189,0.11696,0.0129717,0.064317,0.0293252,0.0293252,0.00981043,0.0430281,0.0575351,0.100173
ABCC12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABCC13,0.0,0.0,0.465408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0463717,0.0465032,0.0
ABCC2,0.0,0.0,0.0,1.27343,1.54787,1.20734,1.00203,1.05638,1.46972,0.126677,0.253014,0.146308,0.29379,0.29379,0.422647,0.116718,0.17557,0.104806
ABCC3,8.87467,7.09514,8.43436,15.7658,15.043,14.4577,16.5378,16.2194,15.3772,5.48558,4.81765,5.75487,5.32873,5.32873,5.53866,11.4725,12.0008,9.72887
ABCC4,7.29835,6.85135,6.32687,13.1692,13.8774,13.3956,15.7693,14.8779,14.9164,10.2481,10.2357,10.3498,12.1279,12.1279,10.8148,7.56839,7.82378,7.75261
ABCC5,4.50483,5.50484,3.44526,2.7029,2.91637,3.17535,2.97381,2.65305,3.49737,2.06988,1.85884,1.86204,2.5398,2.5398,2.72658,4.19109,4.06729,4.52475
ABCC5-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.208905,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABCC6,2.47458,2.31852,1.73097,0.200712,0.417478,0.345316,0.41582,0.552842,0.495806,3.2225,3.56422,1.92487,2.1609,2.1609,3.51357,2.40462,0.585973,1.67506
ABCC6P1,14.9891,22.7319,14.5208,0.0501603,0.0507042,0.018683,0.0,0.0407113,0.0493065,0.197663,0.0658064,0.130402,0.132297,0.132297,0.0995939,0.0722768,0.0241607,0.120147
ABCC6P2,0.0,0.0,0.0,0.328847,0.332541,0.366199,0.114166,0.307605,0.371023,1.87658,1.54479,1.74245,1.08943,1.08943,0.66998,0.228279,0.801356,0.113574
ABCC8,5.15563,4.39141,6.69731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABCC9,297.451,311.572,314.126,1.24985,1.39491,1.28097,1.63102,1.59101,1.46151,2.65766,2.45665,2.53014,2.28015,2.28015,2.29039,1.73745,1.67416,2.09548
ABCD1,0.0,0.0,0.0,9.90226,10.4531,8.66854,7.46005,8.18178,8.17013,13.0035,12.9229,12.0158,11.8321,11.8321,12.0611,28.6644,26.3073,27.4697
ABCD2,15.9175,13.5025,11.5863,0.0822402,0.0997533,0.0827422,0.111143,0.189645,0.108854,0.0,0.0107578,0.0,0.0243083,0.0243083,0.0,0.0119086,0.0119422,0.0118814
ABCD3,4.54581,3.65172,4.6374,17.2338,15.0107,14.7253,19.8976,18.801,18.432,22.2657,28.3482,24.3372,18.6919,18.6919,16.4969,13.1904,13.5107,13.8405
ABCD4,0.0,0.0,0.0,4.35031,4.59207,4.03732,4.84819,4.39334,4.11171,5.58799,5.55325,5.96653,6.64736,6.64736,6.68717,9.16044,8.6786,9.31038
ABCE1,0.0,0.519992,2.43969,31.9533,31.1227,31.1282,33.9615,34.3175,33.8542,30.0136,28.8385,29.3265,27.583,27.583,27.3328,11.5207,12.244,11.8902
ABCF1,0.0,0.0,0.0,35.0086,37.0427,36.8637,27.4328,27.122,28.2437,21.203,21.2098,19.8863,41.4341,41.4341,41.2298,108.979,111.78,111.04
ABCF2,27.4548,26.693,24.5527,48.9254,46.6474,45.8127,52.4191,51.693,51.6313,26.7103,27.2052,28.262,33.3067,33.3067,36.1398,34.0464,34.3484,33.4802
ABCF3,0.0,0.0,0.0,41.3913,42.2539,42.2731,32.6376,33.0151,33.6076,17.6698,16.9479,19.0345,28.7252,28.7252,28.8484,92.0324,92.0627,91.1501
ABCG1,11.0233,9.95082,10.3117,0.01527,0.0156437,0.0170684,0.020702,0.0,0.0,0.0,0.020303,0.0402616,0.0150923,0.0150923,0.0,0.0,0.0,0.0
ABCG2,4.8911,5.34712,5.37501,2.03776,2.17084,1.77533,2.33693,2.30493,2.82799,0.824779,0.771395,1.10154,0.945561,0.945561,0.741808,0.549084,0.492672,0.518959
ABCG4,0.0,0.0,0.0,0.0,0.0469937,0.0415188,0.0167579,0.0301016,0.0,0.0162397,0.0486634,0.0,0.0122203,0.0122203,0.0,0.0335936,0.0336886,0.0670248
ABCG5,0.438045,0.410669,0.961899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABCG8,14.9008,16.9335,12.889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABHD1,9.94809,12.7348,19.809,0.101232,0.136453,0.0376719,0.0,0.0413377,0.100025,0.312031,0.400774,0.176308,0.168172,0.168172,0.168614,0.433336,0.193148,0.143978
ABHD10,0.46987,2.20274,4.12646,11.4002,12.9474,12.5355,11.9049,11.3414,11.1932,10.5048,11.595,11.406,9.11929,9.11929,9.41568,10.4488,10.3736,10.5602
ABHD11,6.11719,5.7478,5.35031,18.6457,19.1983,18.3842,17.6695,16.462,16.6283,8.60027,8.89284,8.29288,8.28927,8.28927,7.39458,12.487,12.6496,14.4262
ABHD11-AS1,0.0,0.0,0.0,4.04567,3.63766,3.49141,2.13171,3.44587,2.29871,1.0289,0.823313,2.02277,0.787433,0.787433,0.31325,4.61681,2.81896,2.19213
ABHD12,12.5126,17.2656,10.4887,59.0437,56.091,59.8479,49.5756,55.8161,48.6899,38.893,42.5817,38.8778,33.7398,33.7398,33.3746,79.5933,76.9686,77.817
ABHD12B,0.0,1.65563,0.0,0.0329271,0.0665784,0.0735277,0.0,0.0403254,0.0,0.0,0.130332,0.218427,0.0328077,0.0328077,0.164493,0.0940162,0.0471415,0.0
ABHD13,0.0,0.0,0.0,4.31741,4.74093,5.14135,5.4653,5.13948,5.3137,5.28621,5.52846,5.44806,4.81724,4.81724,4.70672,2.39981,2.75553,2.62177
ABHD14A,0.0,0.0,0.0,14.7243,13.9596,11.9529,11.0105,13.9801,11.3542,16.6007,16.5863,16.7076,12.5453,12.5453,15.1185,22.1193,22.5064,23.1407
ABHD14A-ACY1,0.0,0.0,0.0,0.407082,0.000390288,0.0,0.000216659,0.000564035,3.49391,0.0,0.0,1.25157,0.0,0.0,0.0,0.923933,0.0,0.0
ABHD14B,0.0,0.0,0.0,15.3729,14.4668,13.6162,13.5581,14.1868,12.8539,39.0849,38.8338,37.7987,21.5985,21.5985,20.8514,44.0531,44.5781,47.6439
ABHD15,16.8876,16.4878,20.0962,10.026,10.4186,9.99319,10.8926,9.83105,10.1345,8.62362,8.31443,7.97882,10.4829,10.4829,9.90064,12.9865,12.9263,12.6458
ABHD16A,4.62293,4.95632,3.62116,8.92101,9.05092,9.38384,10.0109,10.7716,9.91503,9.13166,8.60429,8.12586,8.75209,8.75209,9.26015,7.08297,8.2565,6.93474
ABHD16B,0.0,0.0,0.0,3.07272,3.94355,4.44623,4.10794,3.52599,3.55649,3.52137,4.74858,4.11005,4.24757,4.24757,3.75472,7.19645,7.48576,9.15961
ABHD17A,4.94978,7.74265,5.42323,65.0055,67.2448,65.6558,61.1975,62.2124,59.6492,102.981,104.215,103.373,56.4441,56.4441,60.1463,91.1872,90.2985,90.6379
ABHD17B,0.0,0.0,0.420152,9.46986,8.71378,9.26418,8.95864,11.0721,10.4211,8.29309,8.84753,8.20097,8.33214,8.33214,9.74898,7.19964,7.62649,7.41211
ABHD17C,13.9377,22.7507,22.0948,7.92748,8.46754,8.00606,6.25321,8.16195,7.17485,5.03169,4.33335,4.11499,7.11591,7.11591,7.47113,9.66279,11.7185,11.9057
ABHD2,10.0822,9.32266,9.66665,29.4166,29.6371,30.1745,35.4366,36.1402,34.7375,11.2213,10.4223,11.1555,14.719,14.719,15.34,11.5513,11.9303,12.33
ABHD3,2.6259,3.30032,6.94196,4.2283,5.35528,5.27438,5.87919,6.278,7.44576,12.1885,11.9842,12.7385,10.676,10.676,10.4146,2.43529,3.06092,4.04735
ABHD4,0.0,0.45236,0.0,8.14878,8.56966,8.22688,7.85599,7.78964,8.94819,15.6317,14.6534,14.8025,15.7688,15.7688,15.7174,16.0975,17.383,15.6611
ABHD5,20.6014,18.8994,20.7594,9.90331,10.4083,10.8783,9.97958,10.5157,10.1722,8.58695,8.41446,8.12841,7.04911,7.04911,7.0307,4.69302,4.8254,4.56374
ABHD6,0.0,0.0,0.0,10.1359,10.9264,10.1425,11.2738,11.9527,12.8563,7.43371,7.72782,7.75571,7.57967,7.57967,7.20544,4.53841,4.60682,4.38816
ABHD8,0.0,0.0,0.0,27.0297,26.5571,26.233,23.1751,23.0981,23.1231,44.5218,45.6426,45.7598,31.7994,31.7994,32.3062,76.0749,75.3281,77.5856
ABI1,22.6731,18.1166,20.0039,14.1396,14.0827,14.4727,18.9755,18.4493,17.3058,19.5563,17.8308,18.9839,15.8299,15.8299,16.0225,5.735,6.31105,6.28677
ABI2,0.0,0.87519,0.41084,17.3913,17.9668,17.7493,20.8091,20.6809,21.22,8.74646,9.1526,9.5235,8.62607,8.62607,8.49854,6.3543,6.31861,6.2532
ABI3,18.907,15.5165,19.4454,0.0222083,0.112606,0.124448,0.030206,0.135906,0.0328606,6.04358,6.35576,4.85804,4.70686,4.70686,4.10776,10.5938,10.4014,11.0386
ABI3BP,0.0,0.0,0.0,1.45398,1.29972,1.29357,1.43116,1.69366,1.99388,0.687034,0.440158,0.551769,0.643667,0.643667,0.548429,0.214629,0.272631,0.2284
ABL1,1.02803,2.11892,1.58221,23.5999,23.6518,23.2796,23.6774,23.8682,24.7769,21.3976,19.9314,21.2539,23.4127,23.4127,23.3323,17.0203,15.9032,16.6116
ABL2,17.1618,22.0672,17.1712,11.3528,11.7204,11.4404,12.8282,12.1853,11.9803,5.17865,4.98318,5.36671,4.04715,4.04715,3.86516,6.13946,6.03905,5.86194
ABLIM1,2.3288,4.98644,3.841,9.38439,9.97094,9.41864,10.9588,11.1481,10.6865,14.2132,14.3274,13.9341,10.436,10.436,10.353,11.9815,11.8538,12.2739
ABLIM2,4.21626,2.19617,4.11419,0.0149528,0.0538274,0.0396648,0.0,0.0,0.0785405,0.0785277,0.0980369,0.174863,0.0738947,0.0738947,0.0296708,0.111843,0.189061,0.162543
ABLIM3,11.8304,12.1624,10.0592,20.0689,19.5113,20.5206,18.5415,20.8492,20.2766,8.4193,7.69125,7.97456,9.78201,9.78201,9.43918,14.7536,15.791,14.8948
ABO,58.6927,53.554,39.3006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABR,5.55437,6.43043,7.53786,49.6431,50.0398,51.2878,51.0178,51.9748,51.1351,29.1401,29.4334,29.3291,32.827,32.827,34.4099,38.8665,38.1977,40.562
ABRA,0.0,0.0,0.478288,0.0,0.0334071,0.0,0.0447986,0.0,0.0487265,0.0217041,0.0433546,0.0429563,0.0163421,0.0163421,0.0492104,0.071439,0.0477611,0.0475022
ABRACL,0.0,0.0,0.0,30.4297,27.6261,28.649,33.1409,34.2567,29.6435,20.6547,18.828,19.37,10.9322,10.9322,10.7416,8.44169,7.28303,6.77824
ABT1,0.0,0.0,0.0,10.5265,10.331,10.6411,9.79441,9.61833,9.655,17.2581,17.8551,16.3041,12.2717,12.2717,12.2536,13.7834,14.4121,12.5439
ABTB1,0.0,0.0,0.0,9.03848,8.14328,7.5614,6.91258,6.88229,6.5705,7.50301,8.30607,8.03011,7.67644,7.67644,9.27923,46.6382,49.8112,43.7218
ABTB2,0.705796,1.10217,1.55156,2.4898,2.06241,2.20045,2.68532,2.59708,2.73698,4.7577,5.19829,4.93129,6.77711,6.77711,7.11727,4.51438,4.17486,4.73755
ACAA1,13.4313,24.4248,15.6345,37.783,38.5477,36.8383,34.3555,32.6075,31.5901,33.1983,34.7741,35.2028,28.8775,28.8775,29.0212,70.319,69.8893,66.4265
ACAA2,4.5171,7.26397,9.20024,31.7568,30.8991,31.8343,30.6511,29.6923,32.533,35.4198,35.6671,35.0703,35.3518,35.3518,37.7165,32.8711,31.9512,32.7414
ACACA,2.70824,2.56604,1.16683,7.67355,7.81941,7.5163,8.25661,8.0938,7.95604,4.33531,3.92698,4.06333,6.24822,6.24822,6.37159,6.3295,5.84484,6.17556
ACACB,1.4627,1.82673,2.27902,1.34666,1.26664,1.3384,1.23067,1.44527,1.36701,0.305878,0.348219,0.3392,0.77733,0.77733,0.785469,1.17378,1.13625,1.09677
ACAD10,2.90544,3.8118,4.78885,4.39816,4.28115,4.04432,3.62698,3.55335,4.00287,4.95875,4.51876,4.71699,7.06735,7.06735,7.09943,15.2578,15.1697,15.5967
ACAD11,0.0,0.0,0.0,2.54243,2.44202,2.25729,2.32823,2.99567,3.33233,2.89531,2.64534,3.19423,3.03602,3.03602,3.07818,3.97301,4.4957,4.26938
ACAD8,7.25223,10.9868,6.12107,5.77324,5.30351,5.17846,5.95058,4.44479,5.35065,2.52222,3.84807,3.15358,4.17617,4.17617,4.65158,4.84549,5.34522,4.49987
ACAD9,10.7841,7.91296,8.75009,26.543,28.2523,28.6891,27.8457,31.4079,27.9257,13.7895,13.8388,13.6557,15.1399,15.1399,14.3618,22.9745,22.822,22.8838
ACADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACADM,0.0,0.0,0.0,11.1975,10.6774,11.5709,11.1172,11.0555,11.812,11.3281,12.8233,13.2457,9.26771,9.26771,10.42,4.21563,4.13607,4.8077
ACADS,0.0,0.0,0.0,15.0735,16.6029,15.2203,12.8849,13.3368,12.0465,14.4814,13.0085,14.4852,14.863,14.863,14.6963,54.5006,54.6908,55.5857
ACADSB,4.42753,4.86929,3.59784,2.95372,2.59098,3.1127,3.34371,3.22626,3.6064,2.34385,2.29252,2.46365,2.74219,2.74219,2.9217,1.20586,1.40188,1.24573
ACADVL,1.10126,6.19882,2.41714,100.419,103.888,100.75,93.1566,95.8175,93.4045,84.9209,87.8644,87.5619,98.9041,98.9041,97.0077,190.608,200.218,194.605
ACAN,5.55425,5.07871,6.39926,0.0,0.0,0.0,0.0,0.0,0.0,0.0066326,0.0,0.0065671,0.0,0.0,0.0,0.0,0.0,0.00733771
ACAP1,0.0,0.452559,0.0,0.237623,0.147816,0.163383,0.0743792,0.311721,0.242677,1.7296,1.58354,1.94916,2.11669,2.11669,1.41627,8.81531,8.41813,7.63707
ACAP2,0.633635,1.03873,1.04513,8.06543,8.16464,8.41344,10.0146,9.67812,9.26727,5.4175,5.17212,5.22996,6.87548,6.87548,6.98999,2.85081,2.98237,2.93231
ACAP3,5.29621,3.21163,5.47665,23.4556,21.7655,23.0052,17.1555,17.3397,16.428,8.00144,8.61296,7.75033,10.2853,10.2853,9.35084,40.6333,38.5121,38.8066
ACAT1,0.0,0.0,0.0,25.3496,24.193,23.5456,18.7682,19.8061,19.9244,19.2151,19.2499,17.3648,17.7185,17.7185,18.321,25.1462,24.6526,26.044
ACAT2,18.3142,17.189,12.7687,13.2937,11.791,13.073,12.5609,12.9575,11.5076,6.41147,5.62466,5.40628,6.13823,6.13823,7.11914,8.49918,8.88056,9.00478
ACBD3,0.0,0.0,0.362169,19.6324,19.2992,18.7433,19.6246,20.0808,20.2043,29.2267,27.7914,27.0535,27.5471,27.5471,28.6157,21.7392,21.6007,23.1509
ACBD4,6.06133,5.68948,4.74259,2.82924,3.15423,2.77112,3.29709,2.56104,3.08788,4.12015,3.92712,4.40849,3.33439,3.33439,3.83384,6.96847,5.87015,5.29583
ACBD5,13.6707,11.1032,16.3558,12.6204,12.708,12.7885,13.9481,13.0127,12.7839,15.7479,15.8186,17.0515,14.9669,14.9669,15.5853,8.93215,9.91274,9.18705
ACBD6,0.0,0.0,0.0,29.8972,28.7516,27.7429,29.1854,26.3197,24.6801,38.422,41.3182,41.45,28.2375,28.2375,26.5102,38.8904,41.0905,40.1262
ACBD7,15.0562,8.53264,24.2312,1.18572,1.14468,1.42938,1.15444,1.03676,0.902684,1.27605,1.09984,1.21105,1.88138,1.88138,1.6775,2.07734,1.7553,2.26405
ACCS,14.0204,15.0318,20.4994,2.22227,1.96584,2.07718,2.16406,2.08466,2.19381,1.65592,1.45465,1.47446,2.35706,2.35706,2.00554,6.31226,6.26213,5.94066
ACCSL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0258218,0.0258218,0.0,0.0,0.0,0.0
ACD,16.1703,19.6124,9.19774,23.434,23.7503,22.3464,17.8599,20.905,20.2915,25.8424,23.9156,23.946,24.8981,24.8981,24.4593,58.8453,56.7064,54.8724
ACE,5.28796,6.72641,3.73339,0.1241,0.116482,0.227909,0.131815,0.129131,0.117351,0.185934,0.0951818,0.0738741,0.80337,0.80337,0.686852,1.21924,1.41754,1.64978
ACE2,0.0,0.0,0.0,0.0255445,0.0387313,0.0142746,0.0,0.0,0.0,0.0,0.0,0.0,0.0126099,0.0126099,0.0126603,0.0,0.0,0.0
ACER1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACER2,2.93531,1.17931,4.60448,0.477477,0.514829,0.69362,0.388253,0.464902,0.445773,0.209006,0.125248,0.165469,0.204567,0.204567,0.252731,0.114721,0.0230092,0.13731
ACER3,20.4655,17.2686,16.3199,6.58643,6.35293,6.1511,6.22374,6.1715,6.20823,5.24948,5.83247,5.64779,3.83712,3.83712,3.57584,4.56764,4.74783,4.97837
ACHE,4.43499,8.69277,3.98479,0.0,0.0,0.0,0.0,0.0287108,0.0,0.0804135,0.0530285,0.0,0.0454034,0.0454034,0.0383484,0.0,0.067726,0.101013
ACIN1,25.4057,26.0502,27.3972,38.8362,38.7365,38.5706,35.5587,34.026,34.5198,40.025,39.5441,40.1095,49.0891,49.0891,53.3097,74.1541,75.6695,75.2097
ACKR1,12.3687,10.4415,16.2803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACKR2,8.4575,8.30567,8.84539,0.0152952,0.0773044,0.102552,0.0207237,0.0186112,0.0450849,0.0401627,0.0401124,0.0993671,0.0604719,0.0604719,0.0455279,0.0220572,0.0663593,0.0440018
ACKR3,13.5241,13.7873,12.2563,0.465883,0.313966,0.22304,0.421879,0.487127,0.0982956,0.350325,0.612354,0.462118,0.549915,0.549915,0.838701,0.541721,0.351524,0.540198
ACKR4,0.0,0.0,0.0,0.039416,0.0199089,0.0,0.0534273,0.0720017,0.0290415,0.0518445,0.0,0.0256613,0.0,0.0,0.0391836,0.15809,0.0,0.0788348
ACLY,0.0,0.0,0.885506,117.617,114.185,114.758,115.838,119.077,116.803,72.7348,71.2718,71.2715,70.1652,70.1652,68.6483,67.0503,67.5369,66.7745
ACMSD,15.0953,18.2287,20.0558,0.0,0.0,0.0,0.0,0.098181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.113299
ACO1,3.97626,6.83216,2.54814,66.8852,65.817,65.3403,69.6417,68.426,71.141,54.6629,53.6671,56.9709,49.5584,49.5584,51.4203,45.6831,47.055,46.1709
ACO2,7.44379,16.0097,12.9805,30.9918,30.6395,30.2876,25.8463,28.2664,27.5001,17.2996,16.6463,15.7378,16.8202,16.8202,17.279,23.4785,23.3531,23.6083
ACOT1,0.0,0.0,0.0,2.60935,2.09209,1.64103,2.32878,2.31157,1.95368,2.88866,3.59709,3.56125,2.32783,2.32783,2.57395,2.35882,1.97849,1.96672
ACOT11,6.7063,4.53989,6.95656,0.139533,0.18777,0.063319,0.0767368,0.0863719,0.0343022,0.183386,0.0556998,0.0302366,0.230561,0.230561,0.138432,0.333308,0.568241,0.232651
ACOT12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACOT13,17.0276,16.4883,18.3992,2.96275,2.74611,2.86365,3.5286,3.28723,3.28172,3.37713,2.73502,2.94957,2.41838,2.41838,2.20847,1.22065,1.12994,1.40508
ACOT2,0.0,0.0,0.0,10.203,9.79301,10.578,10.9168,10.3823,9.671,13.2173,13.9377,12.921,14.2673,14.2673,13.7977,14.5935,13.7375,14.0264
ACOT4,0.0,0.0,0.0,0.0,0.0,0.0,0.0400248,0.0359453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0420392,0.0,0.0
ACOT6,36.9497,36.0743,29.4894,0.052085,0.0,0.0,0.0,0.0,0.0776304,0.138456,0.276694,0.13679,0.209421,0.209421,0.0,0.0,0.0,0.0
ACOT7,8.35936,17.4399,9.15379,72.0161,71.3939,69.4156,62.3971,60.93,61.9071,79.787,74.4256,80.0101,59.1292,59.1292,58.1721,140.32,145.639,137.629
ACOT8,0.0,0.0,0.0,45.3284,47.1377,48.7475,40.5161,41.3803,43.5475,53.3117,54.6367,47.6548,40.9222,40.9222,41.4373,101.737,96.9887,97.5847
ACOT9,0.0,0.0,0.0,32.4795,36.793,35.0007,31.4846,32.0166,30.7114,36.8432,38.8091,38.4752,44.1251,44.1251,40.481,70.1026,68.1727,68.0312
ACOX1,4.48471,4.62107,2.13706,7.12107,6.72767,6.57812,8.14534,7.28023,8.05704,6.14822,6.11078,6.33223,5.53096,5.53096,5.54116,3.30644,3.07547,3.10708
ACOX2,0.0,0.0,0.580393,3.51928,2.74899,3.3286,3.96233,3.92403,3.65957,1.81429,1.65455,1.9252,1.04974,1.04974,1.15283,0.316338,0.374918,0.344154
ACOX3,0.0,0.0,0.0,8.9142,9.53828,8.98246,7.619,8.26338,7.29991,7.7514,7.46458,7.75581,8.08564,8.08564,7.53513,17.749,16.7158,19.1692
ACOXL,1.53924,1.92447,4.50483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACP1,45.8639,40.8091,55.5382,54.6833,52.6923,56.5312,53.9495,54.6339,52.1297,61.1471,63.9867,64.5879,46.6641,46.6641,46.4526,37.6264,43.2294,41.9585
ACP2,6.37441,8.96918,17.478,25.1614,26.1145,26.7218,21.5575,21.3313,21.679,30.4793,27.7549,29.7056,31.6762,31.6762,32.7085,102.934,103.672,102.175
ACP5,0.0,0.0,0.0,15.8107,14.7156,14.0772,12.8286,12.2891,13.1569,1.83088,2.39511,1.76734,1.38136,1.38136,1.51696,5.0887,7.27697,5.40115
ACP6,0.0,0.0,0.0,4.34764,4.44798,3.6856,3.49147,3.45555,5.07342,5.83234,5.2398,5.39357,4.94299,4.94299,5.66304,6.68087,5.64604,5.35134
ACPP,0.760866,0.713197,0.0,0.432922,0.280537,0.343343,0.266598,0.509742,0.505465,0.316639,0.208499,0.262236,0.142859,0.142859,0.11473,0.104304,0.0372093,0.16647
ACPT,6.89193,4.62238,16.1671,0.0,0.111105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACR,0.0,0.0,1.05616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACRBP,0.0,0.0,0.0,0.174898,0.0505153,0.33488,0.135892,0.0305102,0.0738657,0.0,0.0,0.0,0.0744152,0.0744152,0.0,0.0,0.0,0.0
ACRC,0.74592,3.14621,0.819255,0.184326,0.186633,0.317219,0.134538,0.120796,0.167139,0.20504,0.278865,0.349927,0.560304,0.560304,0.42187,0.471079,0.328861,0.428654
ACRV1,0.0,0.0,0.0,0.319758,0.0461524,0.203668,0.0750992,0.0,0.0770674,0.0,0.0,0.0,0.0519626,0.0519626,0.200039,0.0646568,0.0648008,0.0
ACSBG1,0.0,0.0,0.0,0.106672,0.0307668,0.0851132,0.0412386,0.185491,0.1123,0.20015,0.0199552,0.118804,0.045125,0.045125,0.105831,0.0,0.0,0.0
ACSBG2,26.652,23.1722,20.2126,0.0183466,0.0556441,0.0,0.0,0.0,0.0270657,0.0,0.0,0.0,0.0,0.0,0.0364529,0.0792435,0.0794687,0.131723
ACSF2,1.69768,0.0,1.85133,8.90498,10.4499,10.6696,6.75346,8.16226,6.01356,6.86621,5.09068,5.38948,4.36996,4.36996,6.4897,21.3107,23.0445,24.1318
ACSF3,19.8941,14.1038,19.174,5.78726,5.50097,5.78667,5.41999,5.13599,4.49651,6.54752,6.52988,7.12409,8.42657,8.42657,7.79367,14.3259,14.2769,13.4695
ACSL1,8.73027,10.2272,6.8513,19.8332,19.8353,20.387,21.4395,22.7768,21.7992,7.35367,8.23278,8.57544,8.98032,8.98032,8.53143,5.68282,5.47298,5.65958
ACSL3,0.819633,0.768047,1.80145,21.1616,22.2978,21.8506,22.7922,23.2823,23.0427,9.126,9.58908,9.50899,8.06107,8.06107,7.88408,4.25888,4.36115,3.76659
ACSL4,0.458746,0.214908,0.0,57.6845,57.3531,57.7705,65.616,63.2811,66.055,38.9216,38.6608,38.7344,41.1753,41.1753,40.8106,21.3798,21.7073,22.571
ACSL5,0.0,0.0,0.0,1.49969,1.42119,1.27201,1.3674,1.48071,1.42007,5.23815,5.63511,5.76882,4.77368,4.77368,4.77959,3.80408,4.70939,5.08645
ACSL6,3.44118,5.42948,4.58002,0.0346587,0.0280254,0.0309977,0.0655506,0.0822996,0.0498646,0.0907674,0.199425,0.0629015,0.0591966,0.0591966,0.0528282,0.0884929,0.187355,0.206034
ACSM1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACSM2A,21.652,19.0807,26.1507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACSM2B,9.0953,10.8976,16.083,0.0,0.0,0.0,0.0,0.0232684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACSM3,0.0,0.0,0.0,0.183419,0.286758,0.480796,0.332638,0.274622,0.273044,0.365632,0.257932,0.537178,0.489698,0.489698,0.50741,0.307489,0.0881062,0.262739
ACSM4,0.0,0.0,0.0,0.0,0.0,0.0,0.037134,0.0666982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACSM5,0.0,0.0,0.0,1.74881,1.71015,1.4017,2.08901,1.7371,1.65479,0.149927,0.0998308,0.173074,0.0,0.0,0.0188879,0.0820617,0.0548633,0.0272802
