gene_symbol,Con1,Con2,Con3,Con4,Con5,Con6,Con7,Con8,RR1,RR2,RR3,RR4,RR5,RR6,RR7,RR8
C2orf68,25.88,21.69,4.58,3.06,3.59,17.97,21.01,19.45,20.54,10.78,5.83,7.0,6.95,3.17,4.02,3.16
LOC107984138,3.09,4.82,1.72,2.33,2.36,4.27,4.48,4.77,3.12,3.1,1.75,0.62,1.19,2.22,2.65,2.36
SPIRE1,16.25,18.32,17.78,17.54,19.25,12.79,12.22,12.77,16.24,14.32,15.31,12.28,14.98,20.18,20.46,19.4
SMYD5,21.48,18.63,17.36,17.94,17.17,17.47,16.38,15.78,20.09,11.39,9.47,10.69,10.24,10.24,11.01,10.96
CCDC34,11.06,12.08,21.82,23.78,22.05,14.11,14.8,13.86,13.84,4.04,20.48,21.36,17.33,31.59,28.98,26.47
SPATA31A3,0.16,0.04,0.0,0.0,0.0,0.01,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIAS4,11.49,12.81,10.12,10.36,10.42,13.26,12.27,13.3,11.26,9.71,12.21,12.7,11.87,10.77,10.31,9.89
ACSM2A,0.0,0.0,0.0,0.02,0.03,0.05,0.06,0.06,0.0,0.02,0.06,0.02,0.03,0.03,0.05,0.03
FBXO7,54.32,38.49,64.27,58.34,56.19,39.07,39.73,38.46,68.62,93.14,75.56,81.92,78.8,62.86,60.66,64.49
PAFAH2,4.4,3.78,6.96,6.87,6.48,6.16,5.35,5.7,5.04,5.88,5.98,6.12,5.67,5.77,6.46,6.31
ARV1,8.49,11.64,16.29,13.71,13.45,16.64,18.14,17.47,11.43,12.05,9.89,12.54,11.65,13.49,14.64,15.24
VAMP8,21.62,10.09,0.32,0.34,0.33,0.35,0.84,0.21,38.71,138.03,0.5,0.78,0.8,0.41,0.36,0.54
COPS2,13.23,9.11,15.37,14.27,15.66,22.31,22.47,22.32,11.22,20.16,11.44,10.65,9.72,16.92,15.5,15.58
DCLRE1A,1.02,2.07,5.15,5.6,6.2,4.72,4.72,4.69,1.8,2.17,2.35,1.78,2.29,5.66,5.38,5.59
MUC3A,0.24,0.02,0.2,0.17,0.14,0.0,0.0,0.01,0.22,0.03,1.08,0.9,1.39,0.09,0.12,0.1
TOP2A,43.16,19.0,62.28,62.06,66.16,128.56,123.91,120.52,17.08,2.18,24.69,21.74,23.12,82.28,78.69,76.89
MYRF,33.99,12.82,0.14,0.08,0.15,2.78,2.99,3.1,66.68,114.34,0.17,0.11,0.15,0.05,0.08,0.13
PARG,7.81,3.81,10.24,10.34,11.11,8.43,8.06,8.05,7.1,5.43,8.02,5.96,6.74,12.12,12.57,12.25
LOC105371921,0.04,0.0,3.38,2.82,3.15,0.21,0.25,0.16,0.0,0.04,6.92,7.53,7.91,4.92,5.5,6.9
DENND4A,3.3,2.56,2.78,2.91,3.73,3.35,3.26,3.51,3.8,5.05,3.24,2.51,3.38,3.7,3.48,3.51
KCTD8,0.84,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.51,2.77,0.0,0.02,0.0,0.0,0.0,0.0
GNG2,71.51,29.69,6.57,6.57,7.37,7.15,7.41,7.27,41.82,9.99,9.88,9.01,9.94,8.05,8.01,7.71
TMEM243,13.75,16.71,23.2,23.7,22.2,15.16,14.45,14.24,16.2,11.43,23.65,26.59,22.19,24.61,24.82,26.07
RNASEK,166.24,176.42,318.86,319.7,291.18,257.36,277.23,250.63,240.1,203.41,306.73,389.12,334.33,164.64,164.96,153.91
SLC38A5,35.67,32.18,0.42,0.45,0.3,0.0,0.08,0.1,87.07,2.8,0.92,0.77,0.96,0.34,0.14,0.27
RSRP1,13.41,45.33,20.51,18.93,17.19,45.81,51.34,49.7,26.88,75.19,20.6,22.82,19.59,31.59,30.89,28.64
CA10,7.9,1.83,0.0,0.0,0.0,0.64,0.49,0.42,6.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHMP1B,19.96,23.22,23.28,22.7,21.9,17.99,18.69,18.2,21.68,24.07,26.43,28.99,27.37,22.85,21.93,22.1
IL1RN,0.68,0.04,16.73,15.85,16.74,0.0,0.0,0.0,0.19,7.23,4.41,5.74,5.35,5.01,5.48,5.77
PTCH2,0.86,4.39,0.07,0.08,0.1,0.7,0.66,0.76,2.25,0.53,0.23,0.2,0.15,0.06,0.07,0.08
SMTNL1,0.63,0.35,0.26,0.22,0.34,0.0,0.03,0.0,0.85,0.39,0.41,0.2,0.26,0.16,0.23,0.16
TSC22D3,123.76,64.05,7.42,5.62,5.42,6.09,6.22,6.45,126.07,21.67,22.17,23.8,22.89,9.28,9.88,9.48
GSK3B,13.85,12.69,12.6,11.89,13.41,9.4,9.15,9.87,10.68,6.45,12.81,11.18,12.58,12.78,11.71,12.66
BCL10,8.3,5.66,9.69,9.13,9.86,14.75,14.74,16.19,6.17,7.15,9.78,9.99,9.35,10.16,10.24,9.61
GHRL,0.97,0.73,0.79,0.86,0.6,0.45,0.22,0.45,0.76,0.67,0.39,0.58,0.78,0.62,0.68,0.79
MRPL42,14.46,14.93,9.34,7.89,8.18,14.38,13.54,14.78,8.38,8.4,5.91,7.29,6.39,10.38,9.51,10.62
DGAT2,1.38,0.53,6.07,6.91,6.44,0.78,0.54,0.55,2.65,1.49,3.4,4.03,2.99,3.94,4.06,3.99
FAM219B,24.06,41.82,9.0,10.25,8.44,11.94,12.84,12.05,31.04,22.81,13.18,12.78,12.85,10.67,11.52,11.0
GPER1,4.41,3.69,2.9,3.02,3.23,0.57,0.89,0.59,6.54,1.34,11.76,12.07,12.29,4.77,4.91,5.73
SRM,139.88,118.01,220.07,206.38,183.34,77.03,78.75,77.74,86.2,41.6,92.39,107.65,92.68,152.17,156.42,156.27
ANKRD27,6.04,7.07,11.32,11.63,11.85,12.63,13.12,13.71,8.3,8.23,10.25,8.8,10.34,13.02,13.09,13.18
AAMP,43.59,62.15,42.55,44.61,44.37,40.82,41.94,40.16,47.13,31.72,42.22,44.08,44.97,37.56,39.93,39.06
CMSS1,13.44,27.05,36.74,36.44,34.91,16.12,18.11,17.23,11.12,15.1,14.67,18.37,15.31,36.91,36.02,33.2
CELF5,7.88,6.69,0.13,0.33,0.07,0.06,0.03,0.05,5.33,0.23,0.05,0.06,0.15,0.19,0.07,0.11
MED1,12.95,10.53,11.15,11.73,13.72,14.89,13.9,15.36,10.25,5.23,8.59,7.13,8.61,12.33,11.65,12.43
CARHSP1,32.91,35.08,54.09,55.8,55.95,21.63,22.44,21.4,21.73,15.57,51.95,55.09,53.26,46.07,49.34,49.37
ANAPC13,47.07,37.09,63.73,55.65,63.52,26.68,27.15,24.48,46.87,43.31,37.14,45.0,37.15,49.56,48.25,46.77
LLGL1,19.63,42.03,18.61,18.82,19.49,17.84,18.35,18.97,29.99,26.31,34.85,29.68,35.97,14.42,15.04,15.35
SEM1,29.53,48.49,101.79,97.98,98.75,77.05,78.76,76.45,28.39,36.12,70.35,92.35,76.93,97.82,90.74,98.89
KLHL32,2.59,3.82,0.17,0.2,0.18,0.67,0.55,0.69,13.44,18.23,0.12,0.43,0.17,0.25,0.14,0.16
CERS3,0.04,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.14,0.0,0.0,0.0,0.0,0.0,0.0
CBWD6,5.64,2.36,15.48,13.49,15.59,7.28,5.06,3.44,4.62,2.74,13.0,13.3,16.32,11.02,10.67,11.74
BTG2,85.8,25.53,0.91,0.95,0.92,5.82,6.56,6.38,33.97,43.3,3.06,2.93,3.1,1.23,1.45,1.4
LOC107984043,0.24,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.28,0.14,0.0,0.0,0.04,0.0,0.0
LOC105370092,0.0,0.0,0.0,0.01,0.04,0.0,0.01,0.03,0.0,0.0,0.0,0.0,0.05,0.01,0.0,0.01
MEX3D,10.03,7.31,21.81,22.48,22.35,22.93,22.1,24.17,5.75,5.42,15.01,14.25,15.34,19.69,20.98,22.69
CRTAC1,9.52,1.66,0.31,0.41,0.48,0.03,0.0,0.0,14.27,2.97,0.34,0.35,0.75,0.27,0.38,0.41
A1CF,0.0,0.0,0.07,0.04,0.06,0.04,0.02,0.02,0.0,0.02,0.04,0.01,0.04,0.05,0.07,0.03
COX6B1,236.79,202.7,225.87,226.05,204.04,246.13,245.35,229.06,288.79,185.98,214.04,277.04,215.6,162.09,194.87,173.45
CCZ1B,30.39,62.9,28.21,29.06,28.94,48.0,43.93,43.19,32.48,28.13,23.78,26.47,23.61,30.87,30.42,28.43
TAF5L,14.25,11.9,12.08,12.49,12.88,9.53,9.11,10.25,8.92,7.99,5.63,5.39,6.12,11.1,10.52,10.48
ZNF438,4.22,6.29,2.56,2.43,2.51,2.96,2.65,3.09,5.84,8.77,2.18,2.37,2.24,1.87,1.83,2.46
LOC112267939,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.16,0.0
SCNN1D,1.75,4.06,0.92,1.15,1.0,2.44,2.86,2.64,3.87,2.04,1.04,1.06,1.23,0.57,0.55,0.91
PSMC3IP,8.41,9.79,15.36,15.36,14.38,13.17,11.94,11.32,6.08,3.34,2.8,3.57,3.83,12.29,9.8,11.61
IQCA1,0.47,1.03,0.0,0.0,0.0,0.04,0.0,0.04,4.34,1.58,0.0,0.0,0.0,0.0,0.0,0.0
MLXIPL,1.51,3.8,0.46,0.51,0.51,0.17,0.15,0.2,1.35,4.1,0.89,1.13,0.68,0.33,0.15,0.24
MYO19,8.94,13.09,27.71,26.41,28.08,29.45,31.26,30.3,9.43,7.04,9.99,10.99,12.1,22.57,22.3,22.11
MCM7,69.21,121.22,165.05,167.85,157.78,75.6,74.73,76.9,45.86,24.41,34.57,37.46,37.93,98.27,101.33,100.09
FMNL2,23.43,39.63,16.44,15.37,17.56,16.64,16.35,16.48,61.21,103.87,22.91,18.41,21.85,23.77,24.26,24.01
CX3CR1,6.13,33.47,0.02,0.0,0.02,0.0,0.0,0.0,3.78,6.93,0.0,0.02,0.0,0.0,0.0,0.0
ZNF117,1.24,5.18,0.83,0.79,0.84,1.23,1.02,0.95,0.62,1.98,0.74,0.57,0.98,0.75,0.66,0.92
TEX49,0.0,0.25,0.0,0.0,0.0,0.21,0.0,0.0,0.76,0.0,0.02,0.0,0.0,0.0,0.04,0.0
CPTP,11.34,15.6,25.27,29.2,25.24,21.23,19.95,19.05,16.17,12.66,26.31,26.38,26.33,23.25,25.04,28.22
FAM43A,5.71,3.39,0.03,0.19,0.11,1.31,1.5,1.69,6.7,13.19,0.3,0.1,0.07,0.06,0.07,0.06
ATP6V1E1,129.47,59.54,77.66,75.67,75.3,70.82,69.54,67.32,132.23,144.99,63.42,72.96,62.1,68.9,72.37,70.02
BCAM,25.18,10.06,0.07,0.1,0.02,30.83,34.36,33.33,19.19,5.44,0.26,0.2,0.26,0.35,0.29,0.34
GLT8D2,4.34,0.71,0.26,0.35,0.17,4.39,3.9,3.78,0.53,0.78,0.56,0.73,0.47,0.29,0.2,0.24
PLXNB1,29.84,56.5,0.87,0.91,1.03,4.06,4.28,4.23,44.42,24.08,2.42,1.41,1.98,0.97,1.23,1.18
SPRN,0.29,1.26,0.17,0.27,0.35,0.1,0.14,0.14,0.41,0.14,0.09,0.1,0.09,0.22,0.17,0.17
LOC107986255,0.14,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PMPCA,21.91,37.12,31.61,31.35,30.16,18.4,18.32,17.77,22.15,15.58,24.78,25.44,25.68,26.47,26.48,26.53
IL13RA1,28.15,14.94,54.56,52.77,58.73,19.98,18.9,19.95,31.18,29.56,53.47,46.65,51.9,56.25,53.63,55.72
KNL1,3.27,1.49,5.48,5.88,7.22,6.71,6.86,6.78,1.31,0.17,2.4,1.55,2.28,8.4,7.76,8.17
ZNF773,3.18,3.95,1.19,1.08,1.1,4.65,4.77,4.07,2.74,1.78,0.45,0.32,0.5,1.16,0.85,1.36
HNF1A,0.37,0.41,0.37,0.35,0.37,0.15,0.19,0.18,0.37,0.14,0.47,0.47,0.66,0.39,0.3,0.25
ARHGAP25,13.12,16.73,0.0,0.05,0.0,0.14,0.17,0.03,20.96,18.04,0.0,0.06,0.04,0.0,0.03,0.0
HIST1H4C,0.27,3.22,1.68,1.83,1.12,0.15,0.15,0.29,2.73,0.53,0.73,0.3,0.58,0.86,0.45,0.99
IPO13,25.02,30.3,21.43,21.67,20.94,13.64,14.39,14.76,45.76,37.91,32.28,32.55,32.71,19.57,20.51,19.97
MPP7,0.12,0.69,0.37,0.45,0.43,0.7,0.79,0.77,0.62,0.08,0.23,0.46,0.28,0.36,0.41,0.21
VDAC1,212.86,155.6,255.03,239.35,236.78,153.96,152.06,148.41,102.29,116.79,291.35,320.18,286.33,317.9,306.37,307.28
ACKR1,18.42,1.5,0.0,0.0,0.0,0.0,0.0,0.0,4.88,7.57,0.0,0.0,0.0,0.04,0.0,0.0
SOX21,0.47,27.09,0.0,0.0,0.02,36.38,34.84,37.47,7.4,1.57,0.22,0.29,0.15,0.14,0.2,0.16
AJAP1,4.26,0.95,0.03,0.02,0.0,0.82,0.64,0.58,3.11,2.88,0.0,0.0,0.0,0.02,0.0,0.03
KLHL28,3.53,1.55,1.05,1.28,1.43,3.22,3.4,2.81,2.78,3.64,1.16,0.94,1.02,1.29,1.33,1.17
CHRFAM7A,0.62,1.23,0.98,1.01,1.05,1.26,1.21,1.29,0.52,0.92,0.29,0.28,0.46,0.47,0.69,0.65
IER3IP1,24.02,25.8,28.83,26.12,27.99,18.0,16.64,16.14,22.82,20.08,24.27,27.8,23.7,37.76,36.71,35.67
BCOR,9.65,7.72,8.39,8.76,9.27,8.45,8.27,8.57,9.86,3.51,5.83,4.41,6.17,6.5,6.45,6.92
C1QL3,0.06,1.39,0.02,0.02,0.08,0.0,0.0,0.0,0.16,0.03,0.02,0.02,0.0,0.02,0.02,0.02
ITGA2,2.63,4.54,7.95,8.12,8.89,13.38,13.93,13.79,3.13,4.16,4.9,3.82,5.34,7.0,7.13,7.33
SLC22A1,0.09,0.17,0.17,0.23,0.18,0.49,0.47,0.41,0.09,0.08,0.35,0.29,0.22,0.25,0.28,0.21
CREG2,0.39,4.66,0.9,1.48,0.8,2.87,3.12,3.2,2.73,1.38,1.27,0.97,0.89,1.43,1.06,0.87
NKX3-2,0.36,0.32,0.67,0.43,0.65,1.71,2.14,2.08,0.68,0.16,1.14,1.79,1.24,1.1,0.99,1.04
ZNF480,1.25,1.95,2.55,1.96,2.49,5.05,4.5,4.58,1.92,2.52,1.73,1.51,1.32,0.77,0.79,0.83
TMEM178A,5.26,35.21,0.11,0.11,0.14,2.87,2.68,2.3,16.08,54.19,0.5,0.34,0.31,0.22,0.22,0.07
SLC11A1,4.53,2.99,0.29,0.3,0.2,0.24,0.33,0.41,8.52,65.67,0.49,0.47,0.57,0.37,0.3,0.34
FAM216A,8.19,12.54,20.89,19.85,20.13,5.36,5.44,5.66,8.03,5.67,15.71,16.77,14.71,22.32,19.19,20.6
SMPDL3B,0.18,0.21,1.05,0.71,0.71,0.93,0.82,0.97,0.04,0.18,1.09,1.62,1.41,1.09,1.4,1.08
USP17L17,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIAA1551,3.57,2.33,2.84,2.87,3.42,4.94,4.53,4.93,2.73,7.75,3.01,2.22,3.15,5.41,5.14,5.46
TAOK1,11.36,11.86,8.11,8.38,10.7,19.08,18.82,19.17,11.51,13.01,9.34,6.52,8.89,12.06,12.04,11.35
TINF2,21.85,16.88,14.0,13.17,11.22,13.68,14.81,14.19,20.58,20.63,12.63,12.64,13.99,9.83,9.95,9.51
KANK1,48.42,20.92,4.5,4.65,4.51,9.67,10.18,10.28,42.45,7.16,3.69,2.77,3.49,2.71,2.48,3.23
SLC46A1,2.96,6.24,0.37,0.28,0.36,4.13,4.06,3.86,5.17,6.53,0.3,0.31,0.24,0.17,0.26,0.33
GPR156,1.08,1.53,0.58,0.5,0.45,0.22,0.2,0.2,0.33,0.13,0.26,0.27,0.44,0.45,0.49,0.45
BUD23,51.62,77.88,87.11,88.5,85.59,56.99,60.16,55.47,44.08,35.86,65.55,73.15,67.39,61.82,59.67,63.7
C1orf229,1.46,1.31,0.51,0.21,0.3,0.69,0.79,0.81,1.1,0.56,0.23,0.45,0.2,0.43,0.43,0.27
TLR4,2.7,2.39,3.03,3.44,3.65,5.17,4.86,5.1,6.02,9.82,5.63,4.47,5.37,4.13,4.15,4.42
RPL10,586.06,484.88,500.31,485.82,439.14,374.25,383.62,370.01,717.74,498.89,470.82,560.03,479.7,493.31,520.76,471.54
LMO7DN,0.0,0.59,0.0,0.0,0.0,0.0,0.03,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VMA21,14.58,18.98,19.95,16.75,17.19,20.67,20.41,20.75,14.94,10.09,11.99,14.77,10.61,18.03,17.52,17.41
GNB1,239.29,258.49,162.86,164.83,158.09,276.62,271.33,275.59,207.08,159.79,176.54,177.12,173.89,186.98,187.01,188.78
FCGBP,2.81,4.47,0.02,0.02,0.02,0.03,0.02,0.02,1.84,37.26,0.02,0.02,0.02,0.01,0.0,0.0
HSPB9,0.0,0.28,0.0,0.09,0.0,0.27,0.18,0.0,0.0,0.0,0.18,0.09,0.0,0.0,0.09,0.0
KIAA1549L,4.77,6.85,6.2,6.75,8.34,0.49,0.58,0.59,3.87,0.45,3.81,2.33,4.02,5.93,6.06,6.19
ATP1A3,36.5,50.02,22.41,25.76,23.56,0.12,0.15,0.17,37.99,0.27,20.26,19.93,20.15,14.85,15.82,15.02
TMED4,28.75,87.5,45.18,41.32,40.26,90.46,86.76,86.4,34.57,33.01,51.1,53.38,51.95,43.23,43.89,42.26
GPR37,2.21,14.11,0.15,0.17,0.14,0.11,0.09,0.09,15.95,25.38,0.16,0.13,0.18,0.15,0.13,0.19
NTN5,0.41,0.83,0.2,0.25,0.12,0.68,1.39,1.15,0.47,0.48,0.29,0.17,0.59,0.11,0.15,0.17
DDR1,100.94,344.13,18.52,19.67,18.84,77.49,77.58,78.95,98.66,171.13,36.82,33.97,38.17,19.18,20.46,19.43
SLC31A2,14.94,8.48,12.79,11.99,11.77,2.17,2.37,2.58,40.32,77.38,10.93,12.05,12.18,11.36,11.53,12.21
ITFG1,18.62,26.33,15.83,15.01,16.02,56.73,56.22,53.67,16.51,17.3,27.48,26.86,28.88,24.11,23.77,23.37
LOC107984862,0.08,0.07,0.0,0.0,0.0,0.11,0.14,0.14,0.25,0.51,0.0,0.0,0.0,0.01,0.04,0.01
FYB1,8.69,3.24,0.0,0.0,0.0,0.02,0.14,0.03,14.58,33.51,0.0,0.0,0.0,0.0,0.09,0.08
SH3RF3,8.2,3.49,0.0,0.0,0.0,3.84,3.23,3.7,4.36,4.06,0.02,0.02,0.06,0.03,0.03,0.04
SESN1,19.22,9.58,3.72,3.81,3.86,3.32,2.9,3.15,27.64,12.52,4.29,4.59,4.6,4.62,3.93,4.31
RAPGEF2,9.43,13.12,7.35,8.03,9.16,6.72,6.64,6.81,10.23,7.27,5.6,3.85,5.38,9.37,8.92,9.18
USP3,13.13,9.6,6.65,6.43,6.84,5.7,6.27,6.09,7.5,5.35,7.77,8.08,6.78,7.32,7.05,7.01
PHETA2,12.02,4.94,0.05,0.02,0.02,0.02,0.0,0.09,12.65,2.79,0.04,0.07,0.04,0.02,0.05,0.02
SOX8,89.6,94.58,0.0,0.0,0.0,0.15,0.22,0.22,85.73,29.43,0.0,0.0,0.0,0.03,0.07,0.2
RDH11,48.38,28.72,66.68,66.51,66.82,30.86,30.22,30.31,48.29,44.58,57.35,59.07,56.17,72.3,72.14,68.57
PARP4,14.18,18.77,22.4,21.82,23.31,20.97,21.72,21.27,14.9,16.25,20.29,16.14,20.04,20.76,20.5,20.89
SLC25A21,0.13,0.0,0.0,0.0,0.0,0.54,0.42,0.41,0.28,0.11,0.0,0.0,0.0,0.01,0.0,0.06
COL18A1,84.71,8.13,0.06,0.07,0.03,23.13,24.0,25.29,18.12,25.98,0.51,0.45,0.35,0.07,0.05,0.08
PARD6G,3.87,3.55,0.56,0.65,0.79,1.39,1.53,1.73,1.66,1.13,0.53,0.65,0.6,0.59,0.73,0.73
ZNF277,4.19,5.59,6.05,5.74,6.65,14.59,13.37,14.39,5.25,8.02,7.4,9.66,7.36,7.95,8.3,7.2
ZNF311,1.71,2.25,0.45,0.37,0.37,0.4,0.45,0.24,1.73,1.24,0.39,0.28,0.31,0.41,0.35,0.33
PRR11,9.83,8.48,23.18,24.2,25.77,44.01,43.11,45.38,5.32,1.16,11.28,9.95,10.65,27.59,26.55,26.91
TMEM92,0.19,0.3,1.08,1.03,1.35,0.73,0.6,0.6,0.2,0.03,7.77,9.24,7.28,1.8,1.87,2.69
CLPTM1,101.83,96.64,69.09,65.71,63.11,99.35,101.67,104.86,85.74,76.25,63.8,66.65,67.41,55.74,58.83,58.55
PTER,0.8,4.72,3.69,3.43,4.05,0.02,0.02,0.05,2.65,2.74,3.92,3.1,3.49,3.75,3.48,3.82
SLCO2A1,6.65,2.01,0.0,0.0,0.0,0.14,0.14,0.1,3.12,0.86,0.0,0.0,0.0,0.0,0.0,0.0
LRRC23,3.26,8.46,3.54,3.53,2.77,3.21,4.27,4.22,8.15,6.87,6.57,8.29,7.15,4.56,3.68,4.3
SMCO3,0.07,0.03,0.0,0.02,0.05,0.02,0.05,0.05,0.08,0.0,0.02,0.03,0.02,0.02,0.08,0.02
RDH8,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIM3,20.62,11.8,19.32,19.69,17.73,24.07,25.79,23.83,30.06,50.59,16.19,19.01,17.16,17.69,18.69,18.53
C9orf163,0.14,0.27,0.2,0.34,0.35,0.14,0.08,0.1,0.03,0.19,0.08,0.04,0.07,0.23,0.27,0.21
MRPL14,30.12,24.67,54.08,57.45,49.29,25.46,25.09,22.05,20.88,17.48,28.56,32.93,27.01,42.04,40.99,41.01
PMEL,0.12,0.24,0.9,0.67,0.47,0.58,0.5,0.63,0.21,0.21,0.65,0.88,0.94,0.38,0.52,0.3
CCNQ,9.49,14.61,30.56,28.36,26.19,14.28,15.04,13.94,18.78,11.81,15.39,19.62,15.78,21.0,20.59,20.83
LRRC63,0.24,0.75,2.09,1.51,1.88,0.28,0.35,0.3,1.17,3.81,1.07,1.33,1.2,1.87,1.64,1.68
CPT1B,5.47,3.57,4.67,4.72,4.59,4.89,5.47,4.3,9.01,5.28,5.29,4.65,4.9,4.0,3.95,4.01
ZNF275,9.03,13.98,3.52,3.55,3.85,5.25,4.99,5.27,9.93,5.65,3.03,2.39,2.56,3.63,3.88,3.63
LRRTM4,4.17,0.48,0.07,0.13,0.04,0.0,0.0,0.0,1.63,0.32,0.0,0.02,0.0,0.0,0.0,0.0
AMMECR1,2.39,2.55,4.27,4.49,4.76,11.24,10.37,11.28,1.63,1.63,4.96,4.56,4.51,6.22,5.49,5.81
PGBD4,1.81,0.98,0.99,1.22,1.19,1.29,1.55,1.44,1.08,1.56,1.2,0.65,1.01,1.04,1.4,1.21
AP1S1,31.57,108.58,165.96,178.32,167.56,56.53,60.16,58.98,43.1,36.16,112.3,128.96,112.53,116.87,115.99,125.27
SLITRK2,44.05,2.0,0.07,0.03,0.03,6.06,6.28,6.02,27.14,9.17,0.28,0.15,0.35,0.38,0.37,0.26
TRIR,143.19,170.12,223.58,223.12,212.61,124.29,134.73,122.21,207.94,118.3,206.02,258.7,218.43,192.65,202.58,191.78
CCDC15,0.78,1.3,1.77,1.73,2.0,3.2,3.15,2.98,0.5,0.6,0.82,0.71,0.61,1.91,1.79,2.12
SPRR2A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCBE1,0.04,0.05,9.2,8.92,9.09,0.47,0.56,0.54,0.17,0.13,5.31,5.44,5.18,6.76,6.67,6.68
ADAMTS20,0.14,0.03,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSPH1,15.49,26.36,52.68,52.05,55.04,43.16,43.76,42.91,11.34,34.95,40.3,33.58,37.6,64.16,62.36,63.73
RYK,21.8,19.69,20.35,19.24,20.37,16.33,17.95,17.29,13.41,7.07,21.92,20.76,21.76,25.02,22.97,23.02
TRNP1,17.0,4.42,6.06,6.89,6.13,1.13,0.92,0.71,24.57,3.99,8.35,8.27,8.45,4.85,5.52,5.55
ADARB2,0.26,0.81,0.01,0.03,0.02,0.02,0.04,0.05,6.18,1.53,0.02,0.02,0.03,0.02,0.02,0.02
HCFC1,15.82,20.48,26.56,28.58,28.59,18.63,19.21,20.1,12.89,6.4,15.46,12.43,15.48,19.85,20.53,20.78
PBX2,17.57,28.16,9.64,10.21,9.5,15.82,16.13,15.18,14.31,14.76,11.08,10.38,10.34,9.88,8.96,10.34
KRIT1,7.03,12.89,15.23,15.25,15.55,16.9,16.87,17.51,10.56,10.47,9.82,9.43,9.86,15.06,14.11,15.23
LOC100652901,2.48,1.64,4.43,3.83,5.37,9.08,7.84,9.19,3.79,2.25,3.91,4.31,3.93,4.61,4.25,4.63
OPRK1,0.0,0.15,0.83,0.97,1.18,0.09,0.15,0.06,0.06,0.0,1.08,0.81,0.97,1.32,1.21,1.45
MED6,11.0,4.97,17.16,15.15,15.68,6.12,6.76,6.13,6.71,6.57,9.01,11.0,9.45,13.04,13.01,12.59
KALRN,5.65,8.59,0.27,0.33,0.33,0.1,0.05,0.03,8.29,2.68,0.48,0.48,0.43,0.28,0.27,0.29
GATA2,1.46,0.89,0.71,0.88,0.82,3.35,3.06,3.97,3.79,0.57,1.41,0.94,1.73,0.63,0.73,0.75
MRFAP1L1,32.56,47.03,22.02,20.13,22.21,30.44,33.68,29.83,54.56,39.74,14.65,17.52,14.92,21.72,20.97,20.85
RGS10,30.95,26.68,7.24,6.3,7.07,15.52,18.45,18.49,55.49,50.41,7.24,10.06,7.89,7.27,5.87,7.03
GSG1L,0.87,1.77,0.0,0.0,0.0,0.0,0.01,0.01,2.07,0.12,0.0,0.0,0.0,0.0,0.0,0.01
SLC14A2,0.32,0.22,0.36,0.34,0.27,0.47,0.46,0.58,0.32,0.32,0.44,0.52,0.44,0.29,0.34,0.36
ZNF12,3.92,6.18,5.62,5.04,5.73,9.28,8.93,9.72,3.97,5.74,5.03,4.11,4.88,7.55,7.62,7.37
ZNF487,0.85,2.26,1.69,1.72,2.38,1.1,0.99,0.56,1.26,1.08,2.44,2.62,2.46,2.08,2.51,1.85
CAMK2N1,46.78,112.48,39.99,40.46,36.65,10.92,11.09,11.13,169.42,183.41,42.38,46.97,40.29,46.96,42.2,45.95
FOXI2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EHD1,33.45,19.84,77.79,83.43,80.1,29.15,28.79,29.96,27.65,24.21,35.68,33.49,36.38,41.39,45.75,44.27
CNST,6.92,6.95,2.49,2.45,2.37,5.99,6.21,5.24,6.3,4.67,2.31,2.03,2.27,2.84,2.69,3.1
ZNF804B,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHROOM2,2.33,7.05,0.0,0.0,0.0,0.0,0.0,0.01,5.69,0.65,0.05,0.0,0.02,0.1,0.11,0.15
TPTEP2-CSNK1E,0.19,0.77,1.52,0.85,1.4,0.73,1.34,0.89,1.95,1.1,2.33,2.81,2.04,2.13,1.19,2.28
